发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141027201850,关,关,关,42°C,25%,17,0分钟,50°C
20141027201852,关,关,关,42°C,25%,16,0分钟,50°C
20141027201902,关,关,关,42°C,25%,21,0分钟,50°C
20141027201903,关,关,关,42°C,25%,20,0分钟,50°C
20141027201904,关,关,关,41°C,25%,21,0分钟,50°C
20141027201910,关,关,关,41°C,25%,20,0分钟,50°C
20141027201912,关,关,关,41°C,25%,21,0分钟,50°C
20141027201914,关,关,关,41°C,25%,18,0分钟,50°C
20141027201925,关,关,关,41°C,25%,20,0分钟,50°C
20141027201929,关,关,关,40°C,25%,20,0分钟,50°C
20141027201931,关,关,关,40°C,25%,21,0分钟,50°C
20141027201937,关,关,关,40°C,25%,20,0分钟,50°C
20141027201943,关,关,关,40°C,25%,18,0分钟,50°C
20141027201949,关,关,关,39°C,25%,20,0分钟,50°C
20141027201951,关,关,关,39°C,25%,15,0分钟,50°C
20141027201955,关,关,关,39°C,25%,17,0分钟,50°C
20141027201957,关,关,关,39°C,25%,18,0分钟,50°C
20141027201959,关,关,关,39°C,25%,17,0分钟,50°C
20141027202001,关,关,关,39°C,25%,18,0分钟,50°C
20141027202003,关,关,关,39°C,25%,21,0分钟,50°C
20141027202009,关,关,关,39°C,25%,20,0分钟,50°C
20141027202011,关,关,关,39°C,25%,15,0分钟,50°C
20141027202013,关,关,关,39°C,25%,17,0分钟,50°C
20141027202015,关,关,关,38°C,25%,16,0分钟,50°C
20141027202017,关,关,关,38°C,25%,17,0分钟,50°C
20141027202019,关,关,关,38°C,25%,21,0分钟,50°C
20141027202025,关,关,关,38°C,25%,20,0分钟,50°C
20141027202027,关,关,关,38°C,25%,18,0分钟,50°C
20141027202031,关,关,关,38°C,25%,20,0分钟,50°C
20141027202037,关,关,关,38°C,25%,0,0分钟,50°C
20141027202126,关,关,关,37°C,25%,0,0分钟,50°C
20141027202311,关,关,关,36°C,25%,0,0分钟,50°C
20141027202315,开,开,关,36°C,25%,0,19分钟,50°C
20141027202317,开,开,关,36°C,25%,0,21分钟,50°C
20141027202331,开,开,关,35°C,25%,0,21分钟,50°C
20141027202339,开,开,关,35°C,25%,0,20分钟,50°C
20141027202345,开,开,关,36°C,25%,0,19分钟,50°C
20141027202347,开,开,关,36°C,25%,0,21分钟,50°C
20141027202351,开,开,关,35°C,25%,0,21分钟,50°C
20141027202353,开,开,关,35°C,25%,0,19分钟,50°C
20141027202444,开,开,关,36°C,25%,0,19分钟,50°C
20141027202518,开,开,关,36°C,25%,0,18分钟,50°C
20141027202542,开,开,关,37°C,25%,0,18分钟,50°C
20141027202637,开,开,关,37°C,25%,0,17分钟,50°C
20141027202749,开,开,关,38°C,25%,0,15分钟,50°C
20141027202753,开,开,关,39°C,25%,0,15分钟,50°C
20141027202820,开,开,关,39°C,25%,0,14分钟,50°C
20141027202830,开,开,关,40°C,25%,0,14分钟,50°C
20141027202848,开,开,关,40°C,25%,0,13分钟,50°C
20141027202850,开,开,关,40°C,25%,0,12分钟,50°C
20141027202934,开,开,关,41°C,25%,0,12分钟,50°C
20141027202945,开,开,关,41°C,25%,0,11分钟,50°C
20141027203005,开,开,关,42°C,25%,0,11分钟,50°C
20141027203037,开,开,关,42°C,25%,0,10分钟,50°C
20141027203039,开,开,关,42°C,25%,0,9分钟,50°C
20141027203120,开,开,关,43°C,25%,0,9分钟,50°C
20141027203122,开,开,关,43°C,25%,0,8分钟,50°C
20141027203152,开,开,关,44°C,25%,0,8分钟,50°C
20141027203228,开,开,关,44°C,25%,0,7分钟,50°C
20141027203232,开,开,关,45°C,25%,0,7分钟,50°C
20141027203315,开,开,关,45°C,25%,0,6分钟,50°C
20141027203317,开,开,关,45°C,25%,0,5分钟,50°C
20141027203357,开,开,关,46°C,25%,0,5分钟,50°C
20141027203429,开,开,关,46°C,25%,0,4分钟,50°C
20141027203443,开,开,关,47°C,25%,0,4分钟,50°C
20141027203544,开,开,关,47°C,25%,0,3分钟,50°C
20141027203548,开,开,关,47°C,25%,0,2分钟,50°C
20141027203629,开,开,关,48°C,25%,0,2分钟,50°C
20141027203631,开,开,关,48°C,25%,0,1分钟,50°C
20141027203655,开,开,关,49°C,25%,0,1分钟,50°C
20141027203711,开,开,关,49°C,25%,0,0分钟,50°C
20141027203713,开,关,开,50°C,100%,0,0分钟,50°C
20141027204520,开,关,开,50°C,50%,0,0分钟,50°C
20141027204522,开,开,关,50°C,50%,30,0分钟,50°C
20141027204536,开,开,关,50°C,50%,31,0分钟,50°C
20141027204538,开,开,关,50°C,50%,30,0分钟,50°C
20141027204540,开,开,关,50°C,50%,31,0分钟,50°C
20141027204542,开,开,关,50°C,50%,32,0分钟,50°C
20141027204552,开,开,关,50°C,50%,31,0分钟,50°C
20141027204554,开,开,关,50°C,50%,32,0分钟,50°C
20141027204602,开,开,关,50°C,50%,31,0分钟,50°C
20141027204604,开,开,关,50°C,50%,32,0分钟,50°C
20141027204606,开,开,关,50°C,50%,31,0分钟,50°C
20141027204608,开,开,关,50°C,50%,32,0分钟,50°C
20141027204616,开,开,关,50°C,50%,31,0分钟,50°C
20141027204618,开,开,关,50°C,50%,32,0分钟,50°C
20141027204629,开,开,关,50°C,50%,31,0分钟,50°C
20141027204632,开,开,关,50°C,50%,32,0分钟,50°C
20141027204639,开,开,关,50°C,50%,31,0分钟,50°C
20141027204641,开,开,关,50°C,50%,32,0分钟,50°C
20141027204643,开,开,关,50°C,50%,30,0分钟,50°C
20141027204649,开,开,关,50°C,50%,31,0分钟,50°C
20141027204657,开,开,关,50°C,50%,32,0分钟,50°C
20141027204705,开,开,关,50°C,50%,31,0分钟,50°C
20141027204707,开,开,关,50°C,50%,32,0分钟,50°C
20141027204713,开,开,关,50°C,50%,31,0分钟,50°C
20141027204717,开,开,关,50°C,50%,32,0分钟,50°C
20141027204727,开,开,关,50°C,50%,31,0分钟,50°C
20141027204729,开,开,关,50°C,50%,32,0分钟,50°C
20141027204731,开,开,关,50°C,50%,21,0分钟,50°C
20141027204733,开,开,关,50°C,50%,22,0分钟,50°C
20141027204735,开,开,关,50°C,50%,21,0分钟,50°C
20141027204737,开,开,关,50°C,50%,22,0分钟,50°C
20141027204751,开,开,关,50°C,50%,21,0分钟,50°C
20141027204755,开,开,关,50°C,50%,20,0分钟,50°C
20141027204801,开,开,关,50°C,50%,21,0分钟,50°C
20141027204803,开,开,关,50°C,50%,22,0分钟,50°C
20141027204814,开,开,关,50°C,50%,21,0分钟,50°C
20141027204816,开,开,关,50°C,50%,22,0分钟,50°C
20141027204830,开,开,关,50°C,50%,21,0分钟,50°C
20141027204832,开,开,关,50°C,50%,22,0分钟,50°C
20141027204852,开,开,关,50°C,50%,21,0分钟,50°C
20141027204854,开,开,关,50°C,50%,22,0分钟,50°C
20141027204900,开,开,关,50°C,50%,21,0分钟,50°C
20141027204902,开,开,关,50°C,50%,22,0分钟,50°C
20141027204932,开,开,关,50°C,50%,21,0分钟,50°C
20141027204934,开,开,关,50°C,50%,22,0分钟,50°C
20141027204940,开,开,关,50°C,50%,21,0分钟,50°C
20141027204942,开,开,关,50°C,50%,22,0分钟,50°C
20141027204948,开,开,关,50°C,50%,21,0分钟,50°C
20141027204950,开,开,关,50°C,50%,16,0分钟,50°C
20141027205856,开,关,开,50°C,50%,0,0分钟,50°C
20141027205920,开,关,开,50°C,50%,0,0分钟,50°C
20141027205932,开,关,开,49°C,50%,0,0分钟,50°C
20141027205944,开,关,开,50°C,50%,0,0分钟,50°C
20141027205956,开,关,开,49°C,50%,0,0分钟,50°C
20141027210003,开,关,开,50°C,50%,0,0分钟,50°C
20141027211146,开,关,开,49°C,50%,0,0分钟,50°C
20141027211749,关,关,关,49°C,50%,0,0分钟,50°C
20141027211801,关,关,关,48°C,50%,0,0分钟,50°C
20141027211807,关,关,关,49°C,50%,0,0分钟,50°C
20141027214234,关,关,关,48°C,50%,0,0分钟,50°C
20141027214246,关,关,关,47°C,50%,0,0分钟,50°C
20141027214252,关,关,关,48°C,50%,0,0分钟,50°C
20141027214258,关,关,关,47°C,50%,0,0分钟,50°C
20141027214304,关,关,关,48°C,50%,0,0分钟,50°C
20141027214328,关,关,关,47°C,50%,0,0分钟,50°C
20141027214334,关,关,关,48°C,50%,0,0分钟,50°C
20141027214340,关,关,关,47°C,50%,0,0分钟,50°C
20141027214346,关,关,关,48°C,50%,0,0分钟,50°C
20141027215903,关,关,关,47°C,50%,0,0分钟,50°C
20141027215905,关,关,关,47°C,50%,47,0分钟,50°C
20141027215911,关,关,关,47°C,50%,48,0分钟,50°C
20141027215913,关,关,关,47°C,50%,45,0分钟,50°C
20141027215915,关,关,关,47°C,50%,47,0分钟,50°C
20141027215917,关,关,关,47°C,50%,50,0分钟,50°C
20141027215929,关,关,关,47°C,50%,51,0分钟,50°C
20141027215931,关,关,关,47°C,50%,50,0分钟,50°C
20141027215935,关,关,关,47°C,50%,51,0分钟,50°C
20141027215937,关,关,关,47°C,50%,50,0分钟,50°C
20141027215939,关,关,关,47°C,50%,52,0分钟,50°C
20141027215949,关,关,关,47°C,50%,50,0分钟,50°C
20141027215952,关,关,关,47°C,50%,51,0分钟,50°C
20141027215954,关,关,关,47°C,50%,50,0分钟,50°C
20141027215956,关,关,关,47°C,50%,52,0分钟,50°C
20141027220006,关,关,关,47°C,50%,51,0分钟,50°C
20141027220008,关,关,关,47°C,50%,42,0分钟,50°C
20141027220014,关,关,关,47°C,50%,17,0分钟,50°C
20141027220044,关,关,关,46°C,50%,17,0分钟,50°C
20141027220046,关,关,关,46°C,50%,16,0分钟,50°C
20141027220056,关,关,关,46°C,50%,17,0分钟,50°C
20141027220058,关,关,关,45°C,50%,16,0分钟,50°C
20141027220100,关,关,关,45°C,50%,17,0分钟,50°C
20141027220102,关,关,关,45°C,50%,16,0分钟,50°C
20141027220108,关,关,关,45°C,50%,17,0分钟,50°C
20141027220110,关,关,关,45°C,50%,18,0分钟,50°C
20141027220112,关,关,关,45°C,50%,16,0分钟,50°C
20141027220128,关,关,关,45°C,50%,17,0分钟,50°C
20141027220131,关,关,关,45°C,50%,18,0分钟,50°C
20141027220132,关,关,关,45°C,50%,16,0分钟,50°C
20141027220134,关,关,关,45°C,50%,17,0分钟,50°C
20141027220139,关,关,关,45°C,50%,0,0分钟,50°C
20141027220320,关,关,关,44°C,50%,0,0分钟,50°C
20141027220321,关,关,关,44°C,50%,65,0分钟,50°C
20141027220324,关,关,关,44°C,50%,66,0分钟,50°C
20141027220328,关,关,关,44°C,50%,67,0分钟,50°C
20141027220330,关,关,关,44°C,50%,68,0分钟,50°C
20141027220334,关,关,关,44°C,50%,67,0分钟,50°C
20141027220338,关,关,关,44°C,50%,68,0分钟,50°C
20141027220340,关,关,关,44°C,25%,67,0分钟,50°C
20141027220344,关,关,关,43°C,25%,51,0分钟,50°C
20141027220346,关,关,关,43°C,25%,62,0分钟,50°C
20141027220350,关,关,关,43°C,25%,63,0分钟,50°C
20141027220352,关,关,关,43°C,25%,62,0分钟,50°C
20141027220354,关,关,关,43°C,25%,63,0分钟,50°C
20141027220400,关,关,关,43°C,25%,65,0分钟,50°C
20141027220402,关,关,关,43°C,25%,68,0分钟,50°C
20141027220404,关,关,关,43°C,25%,71,0分钟,50°C
20141027220406,关,关,关,43°C,25%,72,0分钟,50°C
20141027220408,关,关,关,43°C,25%,65,0分钟,50°C
20141027220410,关,关,关,43°C,25%,62,0分钟,50°C
20141027220412,关,关,关,42°C,25%,62,0分钟,50°C
20141027220414,关,关,关,42°C,25%,53,0分钟,50°C
20141027220422,关,关,关,42°C,25%,52,0分钟,50°C
20141027220424,关,关,关,42°C,25%,51,0分钟,50°C
20141027220436,关,关,关,42°C,25%,53,0分钟,50°C
20141027220438,关,关,关,42°C,25%,51,0分钟,50°C
20141027220442,关,关,关,42°C,25%,53,0分钟,50°C
20141027220448,关,关,关,41°C,25%,53,0分钟,50°C
20141027220452,关,关,关,41°C,25%,52,0分钟,50°C
20141027220456,关,关,关,41°C,25%,53,0分钟,50°C
20141027220458,关,关,关,41°C,25%,52,0分钟,50°C
20141027220501,关,关,关,41°C,25%,43,0分钟,50°C
20141027220502,关,关,关,41°C,25%,37,0分钟,50°C
20141027220504,关,关,关,41°C,25%,31,0分钟,50°C
20141027220507,关,关,关,41°C,25%,22,0分钟,50°C
20141027220511,关,关,关,40°C,25%,21,0分钟,50°C
20141027220513,关,关,关,40°C,25%,25,0分钟,50°C
20141027220515,关,关,关,40°C,25%,27,0分钟,50°C
20141027220525,关,关,关,40°C,25%,28,0分钟,50°C
20141027220529,关,关,关,39°C,25%,28,0分钟,50°C
20141027220531,关,关,关,39°C,25%,30,0分钟,50°C
20141027220533,关,关,关,39°C,25%,28,0分钟,50°C
20141027220535,关,关,关,39°C,25%,30,0分钟,50°C
20141027220537,关,关,关,39°C,25%,28,0分钟,50°C
20141027220539,关,关,关,39°C,25%,27,0分钟,50°C
20141027220543,关,关,关,39°C,25%,28,0分钟,50°C
20141027220551,关,关,关,38°C,25%,28,0分钟,50°C
20141027220553,关,关,关,38°C,25%,27,0分钟,50°C
20141027220601,关,关,关,38°C,25%,28,0分钟,50°C
20141027220607,关,关,关,37°C,25%,28,0分钟,50°C
20141027220609,关,关,关,37°C,25%,27,0分钟,50°C
20141027220625,关,关,关,37°C,25%,28,0分钟,50°C
20141027220643,关,关,关,36°C,25%,28,0分钟,50°C
20141027220645,关,关,关,36°C,25%,30,0分钟,50°C
20141027220652,关,关,关,36°C,25%,28,0分钟,50°C
20141027220654,关,关,关,35°C,25%,28,0分钟,50°C
20141027220656,关,关,关,35°C,25%,30,0分钟,50°C
20141027220658,关,关,关,35°C,25%,27,0分钟,50°C
20141027220706,关,关,关,35°C,25%,28,0分钟,50°C
20141027220708,关,关,关,35°C,25%,30,0分钟,50°C
20141027220716,关,关,关,35°C,25%,28,0分钟,50°C
20141027220718,关,关,关,35°C,25%,27,0分钟,50°C
20141027220720,关,关,关,35°C,25%,28,0分钟,50°C
20141027220722,关,关,关,34°C,25%,28,0分钟,50°C
20141027220724,关,关,关,34°C,25%,30,0分钟,50°C
20141027220726,关,关,关,34°C,25%,28,0分钟,50°C
20141027220808,关,关,关,34°C,25%,0,0分钟,50°C
20141027220847,关,关,关,33°C,25%,0,0分钟,50°C
20141027221122,关,关,关,33°C,0%,0,0分钟,50°C
20141027221134,关,关,关,32°C,0%,0,0分钟,50°C
20141027221152,关,关,关,33°C,0%,0,0分钟,50°C
20141027221159,关,关,关,32°C,0%,0,0分钟,50°C
20141027221229,关,关,关,33°C,0%,0,0分钟,50°C
20141027221241,关,关,关,32°C,0%,0,0分钟,50°C
20141027221311,关,关,关,33°C,0%,0,0分钟,50°C
20141027221317,关,关,关,32°C,0%,0,0分钟,50°C
20141027225813,关,关,关,33°C,0%,0,0分钟,50°C
20141027225819,关,关,关,33°C,0%,0,0分钟,50°C
20141027225825,关,关,关,34°C,0%,0,0分钟,50°C
20141027225950,关,关,关,33°C,0%,0,0分钟,50°C
20141027225956,关,关,关,34°C,0%,0,0分钟,50°C
20141027230002,关,关,关,33°C,0%,0,0分钟,50°C
20141027230014,关,关,关,34°C,0%,0,0分钟,50°C
20141027230020,关,关,关,33°C,0%,0,0分钟,50°C
20141027230026,关,关,关,34°C,0%,0,0分钟,50°C
20141027230038,关,关,关,33°C,0%,0,0分钟,50°C
20141027230045,关,关,关,34°C,0%,0,0分钟,50°C
20141027230051,关,关,关,33°C,0%,0,0分钟,50°C
20141027230057,关,关,关,34°C,0%,0,0分钟,50°C
20141027230121,关,关,关,33°C,0%,0,0分钟,50°C
20141027230139,关,关,关,34°C,0%,0,0分钟,50°C
20141027230145,关,关,关,33°C,0%,0,0分钟,50°C
20141027230310,关,关,关,34°C,0%,0,0分钟,50°C
20141027230322,关,关,关,33°C,0%,0,0分钟,50°C
20141027230404,关,关,关,34°C,0%,0,0分钟,50°C
20141027230410,关,关,关,33°C,0%,0,0分钟,50°C
20141027230453,关,关,关,34°C,0%,0,0分钟,50°C
20141027230459,关,关,关,33°C,0%,0,0分钟,50°C
20141028063006,关,关,关,34°C,0%,0,0分钟,50°C
20141028063145,关,关,关,34°C,0%,0,0分钟,50°C
20141028063151,关,关,关,33°C,0%,0,0分钟,50°C
20141028063346,关,关,关,34°C,0%,0,0分钟,50°C
20141028063352,关,关,关,33°C,0%,0,0分钟,50°C
20141028063416,关,关,关,34°C,0%,0,0分钟,50°C
20141028063423,关,关,关,33°C,0%,0,0分钟,50°C
20141028063905,关,关,关,34°C,0%,0,0分钟,50°C
20141028063907,关,关,关,33°C,0%,0,0分钟,50°C
20141028064403,关,关,关,34°C,0%,0,0分钟,50°C
20141028064410,关,关,关,33°C,0%,0,0分钟,50°C
20141028064655,关,关,关,34°C,0%,0,0分钟,50°C
20141028064744,关,关,关,34°C,0%,0,0分钟,50°C
20141028064802,关,关,关,33°C,0%,0,0分钟,50°C
20141028064850,关,关,关,34°C,0%,0,0分钟,50°C
20141028064856,关,关,关,33°C,0%,0,0分钟,50°C
20141028064921,关,关,关,34°C,0%,0,0分钟,50°C
20141028064927,关,关,关,33°C,0%,0,0分钟,50°C
20141028064933,关,关,关,34°C,0%,0,0分钟,50°C
20141028064945,关,关,关,33°C,0%,0,0分钟,50°C
20141028064951,关,关,关,34°C,0%,0,0分钟,50°C
20141028064957,关,关,关,33°C,0%,0,0分钟,50°C
20141028065003,关,关,关,34°C,0%,0,0分钟,50°C
20141028065045,关,关,关,33°C,0%,0,0分钟,50°C
20141028065051,关,关,关,34°C,0%,0,0分钟,50°C
20141028065128,关,关,关,33°C,0%,0,0分钟,50°C
20141028065146,关,关,关,34°C,0%,0,0分钟,50°C
20141028065204,关,关,关,33°C,0%,0,0分钟,50°C
20141028065216,关,关,关,34°C,0%,0,0分钟,50°C
20141028065228,关,关,关,33°C,0%,0,0分钟,50°C
20141028065305,关,关,关,34°C,0%,0,0分钟,50°C
20141028065311,关,关,关,33°C,0%,0,0分钟,50°C
20141028065347,关,关,关,34°C,0%,0,0分钟,50°C
20141028065423,关,关,关,33°C,0%,0,0分钟,50°C
20141028065435,关,关,关,34°C,0%,0,0分钟,50°C
20141028065448,关,关,关,33°C,0%,0,0分钟,50°C
20141028065454,关,关,关,34°C,0%,0,0分钟,50°C
20141028065532,关,关,关,33°C,0%,0,0分钟,50°C
20141028065536,关,关,关,34°C,0%,0,0分钟,50°C
20141028065550,关,关,关,33°C,0%,0,0分钟,50°C
20141028065552,关,关,关,33°C,0%,8,0分钟,50°C
20141028065624,关,关,关,33°C,0%,0,0分钟,50°C
20141028065701,关,关,关,34°C,0%,0,0分钟,50°C
20141028065713,关,关,关,33°C,0%,0,0分钟,50°C
20141028065807,关,关,关,34°C,0%,0,0分钟,50°C
20141028065813,关,关,关,33°C,0%,0,0分钟,50°C
20141028065826,关,关,关,34°C,0%,0,0分钟,50°C
20141028065832,关,关,关,33°C,0%,0,0分钟,50°C
20141028065844,关,关,关,34°C,0%,0,0分钟,50°C
20141028065850,关,关,关,33°C,0%,0,0分钟,50°C
20141028065856,关,关,关,34°C,0%,0,0分钟,50°C
20141028065914,关,关,关,33°C,0%,0,0分钟,50°C
20141028065920,关,关,关,34°C,0%,0,0分钟,50°C
20141028065926,关,关,关,33°C,0%,0,0分钟,50°C
20141028065950,关,关,关,34°C,0%,0,0分钟,50°C
20141028070021,关,关,关,33°C,0%,0,0分钟,50°C
20141028070051,关,关,关,34°C,0%,0,0分钟,50°C
20141028070133,关,关,关,33°C,0%,0,0分钟,50°C
20141028070139,关,关,关,34°C,0%,0,0分钟,50°C
20141028070146,关,关,关,33°C,0%,0,0分钟,50°C
20141028070158,关,关,关,34°C,0%,0,0分钟,50°C
20141028070235,关,关,关,33°C,0%,0,0分钟,50°C
20141028070240,关,关,关,34°C,0%,0,0分钟,50°C
20141028070246,关,关,关,33°C,0%,0,0分钟,50°C
20141028070258,关,关,关,34°C,0%,0,0分钟,50°C
20141028070310,关,关,关,33°C,0%,0,0分钟,50°C
20141028070334,关,关,关,34°C,0%,0,0分钟,50°C
20141028070341,关,关,关,33°C,0%,0,0分钟,50°C
20141028070359,关,关,关,34°C,0%,0,0分钟,50°C
20141028070405,关,关,关,33°C,0%,0,0分钟,50°C
20141028070411,关,关,关,34°C,0%,0,0分钟,50°C
20141028070423,关,关,关,33°C,0%,0,0分钟,50°C
20141028070429,关,关,关,34°C,0%,0,0分钟,50°C
20141028070459,关,关,关,33°C,0%,0,0分钟,50°C
20141028070505,关,关,关,34°C,0%,0,0分钟,50°C
20141028070524,关,关,关,33°C,0%,0,0分钟,50°C
20141028070530,关,关,关,34°C,0%,0,0分钟,50°C
20141028070542,关,关,关,33°C,0%,0,0分钟,50°C
20141028070548,关,关,关,34°C,0%,0,0分钟,50°C
20141028070554,关,关,关,33°C,0%,0,0分钟,50°C
20141028070600,关,关,关,34°C,0%,0,0分钟,50°C
20141028070618,关,关,关,33°C,0%,0,0分钟,50°C
20141028070624,关,关,关,34°C,0%,0,0分钟,50°C
20141028070630,关,关,关,33°C,0%,0,0分钟,50°C
20141028070636,关,关,关,34°C,0%,0,0分钟,50°C
20141028070648,关,关,关,33°C,0%,0,0分钟,50°C
20141028070654,关,关,关,34°C,0%,0,0分钟,50°C
20141028070701,关,关,关,33°C,0%,0,0分钟,50°C
20141028070737,关,关,关,34°C,0%,0,0分钟,50°C
20141028070743,关,关,关,34°C,0%,0,0分钟,50°C
20141028070813,关,关,关,33°C,0%,0,0分钟,50°C
20141028070819,关,关,关,34°C,0%,0,0分钟,50°C
20141028070938,关,关,关,33°C,0%,0,0分钟,50°C
20141028070950,关,关,关,34°C,0%,0,0分钟,50°C
20141028071020,关,关,关,33°C,0%,0,0分钟,50°C
20141028071026,关,关,关,34°C,0%,0,0分钟,50°C
20141028071103,关,关,关,33°C,0%,0,0分钟,50°C
20141028071109,关,关,关,34°C,0%,0,0分钟,50°C
20141028071328,关,关,关,33°C,0%,0,0分钟,50°C
20141028071334,关,关,关,34°C,0%,0,0分钟,50°C
20141028071913,关,关,关,33°C,0%,0,0分钟,50°C
20141028071919,关,关,关,34°C,0%,0,0分钟,50°C
20141028072115,关,关,关,33°C,0%,0,0分钟,50°C
20141028072123,关,关,关,34°C,0%,0,0分钟,50°C
20141028072127,关,关,关,33°C,0%,0,0分钟,50°C
20141028072129,关,关,关,33°C,0%,8,0分钟,50°C
20141028072344,关,关,关,33°C,0%,0,0分钟,50°C
20141028072346,关,关,关,34°C,0%,0,0分钟,50°C
20141028085820,关,关,关,33°C,0%,0,0分钟,50°C
20141028085838,关,关,关,33°C,0%,0,0分钟,50°C
20141028085840,关,关,关,33°C,0%,8,0分钟,50°C
20141028085848,关,关,关,33°C,0%,0,0分钟,50°C
20141028085850,关,关,关,33°C,0%,31,0分钟,50°C
20141028085852,关,关,关,33°C,0%,52,0分钟,50°C
20141028085854,关,关,关,33°C,0%,53,0分钟,50°C
20141028085856,关,关,关,33°C,0%,55,0分钟,50°C
20141028085924,关,关,关,33°C,0%,0,0分钟,50°C
20141028085926,关,关,关,33°C,0%,57,0分钟,50°C
20141028085928,关,关,关,33°C,0%,58,0分钟,50°C
20141028085930,关,关,关,33°C,0%,57,0分钟,50°C
20141028085936,关,关,关,33°C,0%,58,0分钟,50°C
20141028085940,关,关,关,33°C,0%,57,0分钟,50°C
20141028085942,关,关,关,33°C,0%,53,0分钟,50°C
20141029115344,关,关,关,46°C,25%,0,0分钟,50°C
20141029115817,关,关,关,46°C,25%,0,0分钟,50°C
20141029115823,关,关,关,45°C,25%,0,0分钟,50°C
20141029120042,关,关,关,46°C,25%,0,0分钟,50°C
20141029120048,关,关,关,45°C,25%,0,0分钟,50°C
20141029120100,关,关,关,46°C,25%,0,0分钟,50°C
20141029120107,关,关,关,45°C,25%,0,0分钟,50°C
20141029120125,关,关,关,46°C,25%,0,0分钟,50°C
20141029120131,关,关,关,45°C,25%,0,0分钟,50°C
20141029120609,关,关,关,46°C,25%,0,0分钟,50°C
20141029120616,关,关,关,45°C,25%,0,0分钟,50°C
20141029120648,关,关,关,46°C,25%,0,0分钟,50°C
20141029120652,关,关,关,45°C,25%,0,0分钟,50°C
20141029120817,关,关,关,46°C,25%,0,0分钟,50°C
20141029120823,关,关,关,45°C,25%,0,0分钟,50°C
20141029120847,关,关,关,46°C,25%,0,0分钟,50°C
20141029120853,关,关,关,45°C,25%,0,0分钟,50°C
20141029120929,关,关,关,46°C,25%,0,0分钟,50°C
20141029120935,关,关,关,45°C,25%,0,0分钟,50°C
20141029120941,关,关,关,46°C,25%,0,0分钟,50°C
20141029121000,关,关,关,45°C,25%,0,0分钟,50°C
20141029121030,关,关,关,46°C,25%,0,0分钟,50°C
20141029121036,关,关,关,45°C,25%,0,0分钟,50°C
20141029121042,关,关,关,46°C,25%,0,0分钟,50°C
20141029121054,关,关,关,45°C,25%,0,0分钟,50°C
20141029121106,关,关,关,46°C,25%,0,0分钟,50°C
20141029121112,关,关,关,45°C,25%,0,0分钟,50°C
20141029121137,关,关,关,46°C,25%,0,0分钟,50°C
20141029121143,关,关,关,46°C,25%,0,0分钟,50°C
20141029121149,关,关,关,45°C,25%,0,0分钟,50°C
20141029121155,关,关,关,46°C,25%,0,0分钟,50°C
20141029121201,关,关,关,45°C,25%,0,0分钟,50°C
20141029121207,关,关,关,46°C,25%,0,0分钟,50°C
20141029121249,关,关,关,45°C,25%,0,0分钟,50°C
20141029121255,关,关,关,46°C,25%,0,0分钟,50°C
20141029121326,关,关,关,45°C,25%,0,0分钟,50°C
20141029121332,关,关,关,46°C,25%,0,0分钟,50°C
20141029121338,关,关,关,45°C,25%,0,0分钟,50°C
20141029121344,关,关,关,46°C,25%,0,0分钟,50°C
20141029121414,关,关,关,45°C,25%,0,0分钟,50°C
20141029121420,关,关,关,46°C,25%,0,0分钟,50°C
20141029121438,关,关,关,45°C,25%,0,0分钟,50°C
20141029121444,关,关,关,46°C,25%,0,0分钟,50°C
20141029121515,关,关,关,45°C,25%,0,0分钟,50°C
20141029121521,关,关,关,46°C,25%,0,0分钟,50°C
20141029121539,关,关,关,45°C,25%,0,0分钟,50°C
20141029121545,关,关,关,46°C,25%,0,0分钟,50°C
20141029121621,关,关,关,45°C,25%,0,0分钟,50°C
20141029121627,关,关,关,46°C,25%,0,0分钟,50°C
20141029133240,关,关,关,45°C,25%,0,0分钟,50°C
20141029133245,关,关,关,45°C,25%,0,0分钟,50°C
20141029134052,关,关,关,45°C,25%,0,0分钟,50°C
20141029134100,关,关,关,45°C,25%,0,0分钟,50°C
20141029134105,关,关,关,45°C,25%,0,0分钟,50°C
20141029154422,关,关,关,45°C,25%,0,0分钟,50°C
20141029154547,关,关,关,45°C,25%,0,0分钟,50°C
20141029154553,关,关,关,44°C,25%,0,0分钟,50°C
20141029154724,关,关,关,45°C,25%,0,0分钟,50°C
20141029154730,关,关,关,44°C,25%,0,0分钟,50°C
20141029154831,关,关,关,45°C,25%,0,0分钟,50°C
20141029154931,关,关,关,44°C,25%,0,0分钟,50°C
20141029154937,关,关,关,44°C,25%,0,0分钟,50°C
20141029155132,关,关,关,45°C,25%,0,0分钟,50°C
20141029155138,关,关,关,44°C,25%,0,0分钟,50°C
20141029155215,关,关,关,45°C,25%,0,0分钟,50°C
20141029155221,关,关,关,44°C,25%,0,0分钟,50°C
20141029155251,关,关,关,45°C,25%,0,0分钟,50°C
20141029155257,关,关,关,44°C,25%,0,0分钟,50°C
20141029155541,关,关,关,45°C,25%,0,0分钟,50°C
20141029155547,关,关,关,44°C,25%,0,0分钟,50°C
20141029155605,关,关,关,45°C,25%,0,0分钟,50°C
20141029155611,关,关,关,44°C,25%,0,0分钟,50°C
20141029155806,关,关,关,45°C,25%,0,0分钟,50°C
