发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间,当前设置温度
20141029155812,关,关,关,44°C,25%,0,0分钟,50°C
20141029155925,关,关,关,45°C,25%,0,0分钟,50°C
20141029155937,关,关,关,44°C,25%,0,0分钟,50°C
20141029155955,关,关,关,45°C,25%,0,0分钟,50°C
20141029160013,关,关,关,44°C,25%,0,0分钟,50°C
20141029160031,关,关,关,45°C,25%,0,0分钟,50°C
20141029160043,关,关,关,44°C,25%,0,0分钟,50°C
20141029160056,关,关,关,45°C,25%,0,0分钟,50°C
20141029160120,关,关,关,44°C,25%,0,0分钟,50°C
20141029160138,关,关,关,45°C,25%,0,0分钟,50°C
20141029160220,关,关,关,44°C,25%,0,0分钟,50°C
20141029160245,关,关,关,45°C,25%,0,0分钟,50°C
20141029160251,关,关,关,44°C,25%,0,0分钟,50°C
20141029160257,关,关,关,45°C,25%,0,0分钟,50°C
20141029160309,关,关,关,44°C,25%,0,0分钟,50°C
20141029160315,关,关,关,45°C,25%,0,0分钟,50°C
20141029160333,关,关,关,44°C,25%,0,0分钟,50°C
20141029160339,关,关,关,45°C,25%,0,0分钟,50°C
20141029160351,关,关,关,44°C,25%,0,0分钟,50°C
20141029160357,关,关,关,45°C,25%,0,0分钟,50°C
20141029160403,关,关,关,44°C,25%,0,0分钟,50°C
20141029160415,关,关,关,45°C,25%,0,0分钟,50°C
20141029160428,关,关,关,44°C,25%,0,0分钟,50°C
20141029160434,关,关,关,45°C,25%,0,0分钟,50°C
20141029160452,关,关,关,44°C,25%,0,0分钟,50°C
20141029160504,关,关,关,45°C,25%,0,0分钟,50°C
20141029160510,关,关,关,44°C,25%,0,0分钟,50°C
20141029160516,关,关,关,45°C,25%,0,0分钟,50°C
20141029160544,关,关,关,44°C,25%,0,0分钟,50°C
20141029160546,关,关,关,45°C,25%,0,0分钟,50°C
20141029160552,关,关,关,44°C,25%,0,0分钟,50°C
20141029160605,关,关,关,45°C,25%,0,0分钟,50°C
20141029160611,关,关,关,44°C,25%,0,0分钟,50°C
20141029160617,关,关,关,45°C,25%,0,0分钟,50°C
20141029160641,关,关,关,44°C,25%,0,0分钟,50°C
20141029160653,关,关,关,45°C,25%,0,0分钟,50°C
20141029160748,关,关,关,44°C,25%,0,0分钟,50°C
20141029160754,关,关,关,45°C,25%,0,0分钟,50°C
20141029161001,关,关,关,44°C,25%,0,0分钟,50°C
20141029161007,关,关,关,45°C,25%,0,0分钟,50°C
20141029161037,关,关,关,44°C,25%,0,0分钟,50°C
20141029161043,关,关,关,45°C,25%,0,0分钟,50°C
20141029161119,关,关,关,44°C,25%,0,0分钟,50°C
20141029161126,关,关,关,45°C,25%,0,0分钟,50°C
20141029161156,关,关,关,44°C,25%,0,0分钟,50°C
20141029161202,关,关,关,45°C,25%,0,0分钟,50°C
20141029190943,关,关,关,44°C,25%,0,0分钟,50°C
20141029191043,开,开,关,44°C,25%,0,7分钟,50°C
20141029191100,开,开,关,44°C,25%,0,6分钟,50°C
20141029191106,开,开,关,45°C,25%,0,7分钟,50°C
20141029191154,开,开,关,45°C,25%,0,6分钟,50°C
20141029191237,开,开,关,46°C,25%,0,5分钟,50°C
20141029191313,开,开,关,46°C,25%,0,4分钟,50°C
20141029191329,开,开,关,47°C,25%,0,4分钟,50°C
20141029191430,开,开,关,47°C,25%,0,3分钟,50°C
20141029191432,开,开,关,47°C,25%,0,2分钟,50°C
20141029191508,开,开,关,48°C,25%,0,2分钟,50°C
20141029191532,开,开,关,49°C,25%,0,1分钟,50°C
20141029191544,关,关,关,49°C,50%,0,0分钟,50°C
20141029195302,关,关,关,50°C,50%,0,0分钟,50°C
20141029195304,关,关,关,50°C,50%,58,0分钟,50°C
20141029195310,关,关,关,50°C,50%,60,0分钟,50°C
20141029195312,关,关,关,50°C,50%,61,0分钟,50°C
20141029195314,关,关,关,50°C,50%,60,0分钟,50°C
20141029195318,关,关,关,50°C,50%,61,0分钟,50°C
20141029195322,关,关,关,50°C,50%,60,0分钟,50°C
20141029195324,关,关,关,50°C,50%,61,0分钟,50°C
20141029195421,关,关,关,50°C,50%,0,0分钟,50°C
20141029195422,关,关,关,50°C,50%,42,0分钟,50°C
20141029195438,关,关,关,50°C,50%,48,0分钟,50°C
20141029195439,关,关,关,50°C,50%,50,0分钟,50°C
20141029195441,关,关,关,50°C,50%,42,0分钟,50°C
20141029195443,关,关,关,50°C,50%,21,0分钟,50°C
20141029195449,关,关,关,50°C,50%,22,0分钟,50°C
20141029195455,关,关,关,50°C,50%,27,0分钟,50°C
20141029195457,关,关,关,50°C,50%,28,0分钟,50°C
20141029195459,关,关,关,50°C,50%,27,0分钟,50°C
20141029195503,关,关,关,50°C,50%,28,0分钟,50°C
20141029195507,关,关,关,50°C,50%,27,0分钟,50°C
20141029195511,关,关,关,50°C,50%,28,0分钟,50°C
20141029195521,关,关,关,50°C,50%,27,0分钟,50°C
20141029195523,关,关,关,50°C,50%,28,0分钟,50°C
20141029195525,关,关,关,50°C,50%,27,0分钟,50°C
20141029195527,关,关,关,50°C,50%,28,0分钟,50°C
20141029195537,关,关,关,50°C,50%,27,0分钟,50°C
20141029195539,关,关,关,50°C,50%,28,0分钟,50°C
20141029195555,关,关,关,50°C,50%,27,0分钟,50°C
20141029195557,关,关,关,50°C,50%,28,0分钟,50°C
20141029195602,关,关,关,50°C,50%,27,0分钟,50°C
20141029195603,关,关,关,50°C,50%,26,0分钟,50°C
20141029195608,关,关,关,50°C,50%,27,0分钟,50°C
20141029195610,关,关,关,50°C,50%,26,0分钟,50°C
20141029195628,关,关,关,50°C,50%,27,0分钟,50°C
20141029195630,关,关,关,50°C,50%,28,0分钟,50°C
20141029195632,关,关,关,50°C,50%,26,0分钟,50°C
20141029195634,关,关,关,50°C,50%,28,0分钟,50°C
20141029195644,关,关,关,50°C,50%,27,0分钟,50°C
20141029195646,关,关,关,50°C,50%,26,0分钟,50°C
20141029195650,关,关,关,50°C,50%,27,0分钟,50°C
20141029195652,关,关,关,50°C,50%,28,0分钟,50°C
20141029195742,关,关,关,50°C,50%,27,0分钟,50°C
20141029195759,关,关,关,49°C,50%,27,0分钟,50°C
20141029195801,关,关,关,49°C,50%,26,0分钟,50°C
20141029195817,关,关,关,49°C,50%,27,0分钟,50°C
20141029195819,关,关,关,49°C,50%,26,0分钟,50°C
20141029195825,关,关,关,49°C,50%,27,0分钟,50°C
20141029195829,关,关,关,49°C,50%,28,0分钟,50°C
20141029195831,关,关,关,49°C,50%,27,0分钟,50°C
20141029195833,关,关,关,49°C,50%,28,0分钟,50°C
20141029195841,关,关,关,49°C,50%,27,0分钟,50°C
20141029195843,关,关,关,49°C,50%,28,0分钟,50°C
20141029195857,关,关,关,49°C,50%,27,0分钟,50°C
20141029195859,关,关,关,49°C,50%,28,0分钟,50°C
20141029195905,关,关,关,49°C,50%,27,0分钟,50°C
20141029195907,关,关,关,49°C,50%,28,0分钟,50°C
20141029195920,关,关,关,49°C,50%,26,0分钟,50°C
20141029195948,关,关,关,49°C,50%,27,0分钟,50°C
20141029195950,关,关,关,49°C,50%,28,0分钟,50°C
20141029195956,关,关,关,49°C,50%,27,0分钟,50°C
20141029200002,关,关,关,49°C,50%,0,0分钟,50°C
20141029200251,关,关,关,48°C,50%,0,0分钟,50°C
20141029201705,关,关,关,47°C,50%,0,0分钟,50°C
20141029201724,关,关,关,47°C,50%,0,0分钟,50°C
20141029201754,关,关,关,46°C,50%,0,0分钟,50°C
20141029201756,开,开,关,46°C,50%,0,5分钟,50°C
20141029201758,关,关,关,46°C,100%,0,0分钟,50°C
20141029203747,关,关,关,46°C,50%,0,0分钟,50°C
20141029203749,关,关,关,46°C,50%,17,0分钟,50°C
20141029203751,关,关,关,46°C,50%,21,0分钟,50°C
20141029203757,关,关,关,46°C,50%,26,0分钟,50°C
20141029203759,关,关,关,46°C,50%,25,0分钟,50°C
20141029203803,关,关,关,46°C,50%,26,0分钟,50°C
20141029203805,关,关,关,46°C,50%,25,0分钟,50°C
20141029203809,关,关,关,46°C,50%,26,0分钟,50°C
20141029203811,关,关,关,46°C,50%,31,0分钟,50°C
20141029203819,关,关,关,46°C,50%,30,0分钟,50°C
20141029203831,关,关,关,45°C,50%,30,0分钟,50°C
20141029203833,关,关,关,45°C,50%,31,0分钟,50°C
20141029203837,关,关,关,45°C,50%,30,0分钟,50°C
20141029203847,关,关,关,45°C,50%,31,0分钟,50°C
20141029203850,关,关,关,45°C,50%,30,0分钟,50°C
20141029203900,关,关,关,45°C,50%,31,0分钟,50°C
20141029203902,关,关,关,45°C,50%,30,0分钟,50°C
20141029203908,关,关,关,45°C,50%,31,0分钟,50°C
20141029203910,关,关,关,45°C,50%,30,0分钟,50°C
20141029203917,关,关,关,44°C,50%,31,0分钟,50°C
20141029203918,关,关,关,44°C,50%,30,0分钟,50°C
20141029203928,关,关,关,44°C,50%,31,0分钟,50°C
20141029203930,关,关,关,44°C,50%,30,0分钟,50°C
20141029203936,关,关,关,44°C,50%,31,0分钟,50°C
20141029203938,关,关,关,44°C,50%,30,0分钟,50°C
20141029203940,关,关,关,44°C,50%,31,0分钟,50°C
20141029203942,关,关,关,44°C,50%,30,0分钟,50°C
20141029203952,关,关,关,44°C,50%,31,0分钟,50°C
20141029203956,关,关,关,44°C,50%,30,0分钟,50°C
20141029204000,关,关,关,44°C,25%,31,0分钟,50°C
20141029204002,关,关,关,44°C,25%,30,0分钟,50°C
20141029204004,关,关,关,43°C,25%,30,0分钟,50°C
20141029204006,关,关,关,43°C,25%,31,0分钟,50°C
20141029204008,关,关,关,43°C,25%,30,0分钟,50°C
20141029204018,关,关,关,43°C,25%,31,0分钟,50°C
20141029204022,关,关,关,43°C,25%,30,0分钟,50°C
20141029204026,关,关,关,43°C,25%,31,0分钟,50°C
20141029204047,关,关,关,42°C,25%,31,0分钟,50°C
20141029204049,关,关,关,42°C,25%,30,0分钟,50°C
20141029204051,关,关,关,42°C,25%,31,0分钟,50°C
20141029204053,关,关,关,42°C,25%,32,0分钟,50°C
20141029204055,关,关,关,42°C,25%,31,0分钟,50°C
20141029204057,关,关,关,42°C,25%,30,0分钟,50°C
20141029204101,关,关,关,41°C,25%,31,0分钟,50°C
20141029204103,关,关,关,41°C,25%,30,0分钟,50°C
20141029204107,关,关,关,41°C,25%,31,0分钟,50°C
20141029204109,关,关,关,41°C,25%,30,0分钟,50°C
20141029204113,关,关,关,41°C,25%,31,0分钟,50°C
20141029204115,关,关,关,41°C,25%,38,0分钟,50°C
20141029204117,关,关,关,41°C,25%,22,0分钟,50°C
20141029204131,关,关,关,41°C,25%,16,0分钟,50°C
20141029204133,关,关,关,41°C,25%,15,0分钟,50°C
20141029204139,关,关,关,40°C,25%,16,0分钟,50°C
20141029204157,关,关,关,40°C,25%,0,0分钟,50°C
20141029204352,关,关,关,39°C,25%,0,0分钟,50°C
20141029205913,关,关,关,38°C,25%,0,0分钟,50°C
20141029210013,开,开,关,38°C,25%,0,15分钟,50°C
20141029210050,开,开,关,38°C,25%,0,14分钟,50°C
20141029210126,开,开,关,39°C,25%,0,15分钟,50°C
20141029210208,开,开,关,39°C,25%,0,14分钟,50°C
20141029210221,开,开,关,40°C,25%,0,14分钟,50°C
20141029210331,开,开,关,40°C,25%,0,13分钟,50°C
20141029210339,开,开,关,41°C,25%,0,11分钟,50°C
20141029210402,开,开,关,42°C,25%,0,11分钟,50°C
20141029210440,开,开,关,42°C,25%,0,10分钟,50°C
20141029210528,开,开,关,43°C,25%,0,9分钟,50°C
20141029210601,开,开,关,44°C,25%,0,8分钟,50°C
20141029210641,开,开,关,44°C,25%,0,7分钟,50°C
20141029210647,开,开,关,45°C,25%,0,7分钟,50°C
20141029210736,开,开,关,45°C,25%,0,6分钟,50°C
20141029210818,开,开,关,46°C,25%,0,5分钟,50°C
20141029210836,开,开,关,46°C,25%,0,4分钟,50°C
20141029210842,开,开,关,47°C,25%,0,4分钟,50°C
20141029210848,开,开,关,46°C,25%,0,5分钟,50°C
20141029210904,开,开,关,47°C,25%,0,4分钟,50°C
20141029211001,开,开,关,47°C,25%,0,3分钟,50°C
20141029211043,开,开,关,48°C,25%,0,2分钟,50°C
20141029211110,开,开,关,49°C,25%,0,1分钟,50°C
20141029211138,开,开,关,49°C,25%,0,0分钟,50°C
20141029211140,开,关,开,50°C,100%,0,0分钟,50°C
20141029220539,开,关,开,50°C,50%,0,0分钟,50°C
20141029220541,关,关,关,50°C,50%,48,0分钟,50°C
20141029220543,关,关,关,50°C,50%,47,0分钟,50°C
20141029220549,关,关,关,50°C,50%,48,0分钟,50°C
20141029220551,关,关,关,50°C,50%,47,0分钟,50°C
20141029220601,关,关,关,50°C,50%,48,0分钟,50°C
20141029220603,关,关,关,50°C,50%,50,0分钟,50°C
20141029220614,关,关,关,50°C,50%,48,0分钟,50°C
20141029220623,关,关,关,50°C,50%,50,0分钟,50°C
20141029220625,关,关,关,50°C,50%,48,0分钟,50°C
20141029220627,关,关,关,50°C,50%,50,0分钟,50°C
20141029220629,关,关,关,50°C,50%,48,0分钟,50°C
20141029220631,关,关,关,50°C,50%,50,0分钟,50°C
20141029220633,关,关,关,50°C,50%,33,0分钟,50°C
20141029220635,关,关,关,50°C,50%,31,0分钟,50°C
20141029220640,关,关,关,50°C,50%,32,0分钟,50°C
20141029220641,关,关,关,50°C,50%,31,0分钟,50°C
20141029220644,关,关,关,50°C,50%,32,0分钟,50°C
20141029220646,关,关,关,50°C,50%,31,0分钟,50°C
20141029220648,关,关,关,50°C,50%,32,0分钟,50°C
20141029220652,关,关,关,50°C,50%,31,0分钟,50°C
20141029220654,关,关,关,50°C,50%,32,0分钟,50°C
20141029220656,关,关,关,50°C,50%,31,0分钟,50°C
20141029220658,关,关,关,50°C,50%,28,0分钟,50°C
20141029220706,关,关,关,50°C,50%,23,0分钟,50°C
20141029220708,关,关,关,50°C,50%,25,0分钟,50°C
20141029220716,关,关,关,50°C,50%,23,0分钟,50°C
20141029220718,关,关,关,50°C,50%,25,0分钟,50°C
20141029220728,关,关,关,50°C,50%,23,0分钟,50°C
20141029220730,关,关,关,50°C,50%,25,0分钟,50°C
20141029220732,关,关,关,50°C,50%,23,0分钟,50°C
20141029220734,关,关,关,50°C,50%,25,0分钟,50°C
20141029220742,关,关,关,50°C,50%,23,0分钟,50°C
20141029220744,关,关,关,50°C,50%,22,0分钟,50°C
20141029220752,关,关,关,50°C,50%,23,0分钟,50°C
20141029220754,关,关,关,50°C,50%,25,0分钟,50°C
20141029220806,关,关,关,50°C,50%,23,0分钟,50°C
20141029220808,关,关,关,50°C,50%,25,0分钟,50°C
20141029220821,关,关,关,50°C,50%,23,0分钟,50°C
20141029220822,关,关,关,50°C,50%,25,0分钟,50°C
20141029220837,关,关,关,50°C,50%,23,0分钟,50°C
20141029220839,关,关,关,50°C,50%,25,0分钟,50°C
20141029220841,关,关,关,50°C,50%,23,0分钟,50°C
20141029220843,关,关,关,50°C,50%,25,0分钟,50°C
20141029220845,关,关,关,49°C,50%,23,0分钟,50°C
20141029221028,关,关,关,49°C,50%,0,0分钟,50°C
20141029221030,关,关,关,49°C,50%,21,0分钟,50°C
20141029221038,关,关,关,49°C,50%,17,0分钟,50°C
20141029221048,关,关,关,49°C,50%,21,0分钟,50°C
20141029221050,关,关,关,49°C,50%,20,0分钟,50°C
20141029221100,关,关,关,49°C,50%,21,0分钟,50°C
20141029221102,关,关,关,49°C,50%,22,0分钟,50°C
20141029221122,关,关,关,49°C,50%,21,0分钟,50°C
20141029221126,关,关,关,49°C,50%,20,0分钟,50°C
20141029221140,关,关,关,49°C,50%,21,0分钟,50°C
20141029221142,关,关,关,49°C,50%,20,0分钟,50°C
20141029221148,关,关,关,49°C,50%,21,0分钟,50°C
20141029221151,关,关,关,49°C,50%,20,0分钟,50°C
20141029221154,关,关,关,49°C,50%,21,0分钟,50°C
20141029221157,关,关,关,49°C,50%,22,0分钟,50°C
20141029221203,关,关,关,49°C,50%,21,0分钟,50°C
20141029221205,关,关,关,48°C,50%,16,0分钟,50°C
20141029221217,关,关,关,48°C,50%,17,0分钟,50°C
20141029221221,关,关,关,48°C,50%,18,0分钟,50°C
20141029221229,关,关,关,48°C,50%,17,0分钟,50°C
20141029221233,关,关,关,48°C,50%,18,0分钟,50°C
20141029221235,关,关,关,48°C,50%,17,0分钟,50°C
20141029221237,关,关,关,48°C,50%,18,0分钟,50°C
20141029221239,关,关,关,48°C,50%,21,0分钟,50°C
20141029221249,关,关,关,48°C,50%,22,0分钟,50°C
20141029221251,关,关,关,48°C,50%,23,0分钟,50°C
20141029221255,关,关,关,48°C,50%,22,0分钟,50°C
20141029221257,关,关,关,48°C,50%,23,0分钟,50°C
20141029221309,关,关,关,48°C,50%,22,0分钟,50°C
20141029221311,关,关,关,48°C,50%,23,0分钟,50°C
20141029221321,关,关,关,48°C,50%,22,0分钟,50°C
20141029221323,关,关,关,48°C,50%,23,0分钟,50°C
20141029221333,关,关,关,48°C,50%,22,0分钟,50°C
20141029221344,关,关,关,47°C,50%,22,0分钟,50°C
20141029221346,关,关,关,47°C,50%,23,0分钟,50°C
20141029221354,关,关,关,47°C,50%,22,0分钟,50°C
20141029221358,关,关,关,47°C,50%,23,0分钟,50°C
20141029221410,关,关,关,47°C,50%,22,0分钟,50°C
20141029221522,关,关,关,47°C,50%,0,0分钟,50°C
20141029222005,关,关,关,46°C,50%,0,0分钟,50°C
20141029222007,关,关,关,46°C,50%,8,0分钟,50°C
20141029222321,关,关,关,46°C,50%,0,0分钟,50°C
20141029222323,关,关,关,46°C,50%,8,0分钟,50°C
20141029222428,关,关,关,46°C,50%,0,0分钟,50°C
20141029222434,关,关,关,45°C,50%,0,0分钟,50°C
20141029222440,关,关,关,46°C,50%,0,0分钟,50°C
20141029223232,关,关,关,45°C,50%,0,0分钟,50°C
20141029223623,关,关,关,45°C,50%,0,0分钟,50°C
20141029223629,关,关,关,44°C,50%,0,0分钟,50°C
20141029223641,关,关,关,45°C,50%,0,0分钟,50°C
20141029223647,关,关,关,44°C,50%,0,0分钟,50°C
20141029223653,关,关,关,45°C,50%,0,0分钟,50°C
20141029225135,关,关,关,44°C,50%,0,0分钟,50°C
20141029225915,关,关,关,44°C,25%,0,0分钟,50°C
20141029230756,关,关,关,44°C,25%,0,0分钟,50°C
20141029230803,关,关,关,43°C,25%,0,0分钟,50°C
20141029230915,关,关,关,44°C,25%,0,0分钟,50°C
20141029230921,关,关,关,43°C,25%,0,0分钟,50°C
20141029230933,关,关,关,44°C,25%,0,0分钟,50°C
20141029234334,关,关,关,43°C,25%,0,0分钟,50°C
20141029234404,关,关,关,43°C,25%,0,0分钟,50°C
20141029234410,关,关,关,42°C,25%,0,0分钟,50°C
20141029234423,关,关,关,43°C,25%,0,0分钟,50°C
20141029234429,关,关,关,42°C,25%,0,0分钟,50°C
20141029234435,关,关,关,43°C,25%,0,0分钟,50°C
20141029234454,关,关,关,42°C,25%,0,0分钟,50°C
20141029234505,关,关,关,43°C,25%,0,0分钟,50°C
20141029234553,关,关,关,42°C,25%,0,0分钟,50°C
20141029234559,关,关,关,43°C,25%,0,0分钟,50°C
20141030013328,关,关,关,42°C,25%,0,0分钟,50°C
20141030013352,关,关,关,42°C,25%,0,0分钟,50°C
20141030013359,关,关,关,41°C,25%,0,0分钟,50°C
20141030013417,关,关,关,42°C,25%,0,0分钟,50°C
20141030013423,关,关,关,41°C,25%,0,0分钟,50°C
20141030013435,关,关,关,42°C,25%,0,0分钟,50°C
20141030013447,关,关,关,41°C,25%,0,0分钟,50°C
20141030013505,关,关,关,42°C,25%,0,0分钟,50°C
20141030013548,关,关,关,41°C,25%,0,0分钟,50°C
20141030013624,关,关,关,42°C,25%,0,0分钟,50°C
20141030013636,关,关,关,41°C,25%,0,0分钟,50°C
20141030013642,关,关,关,42°C,25%,0,0分钟,50°C
20141030013807,关,关,关,41°C,25%,0,0分钟,50°C
20141030013825,关,关,关,42°C,25%,0,0分钟,50°C
20141030013932,关,关,关,41°C,25%,0,0分钟,50°C
20141030013938,关,关,关,42°C,25%,0,0分钟,50°C
20141030050925,关,关,关,41°C,25%,0,0分钟,50°C
20141030051002,关,关,关,41°C,25%,0,0分钟,50°C
20141030051008,关,关,关,40°C,25%,0,0分钟,50°C
20141030051309,关,关,关,41°C,25%,0,0分钟,50°C
20141030051315,关,关,关,40°C,25%,0,0分钟,50°C
20141030051340,关,关,关,41°C,25%,0,0分钟,50°C
20141030051346,关,关,关,40°C,25%,0,0分钟,50°C
20141030051358,关,关,关,41°C,25%,0,0分钟,50°C
20141030051404,关,关,关,40°C,25%,0,0分钟,50°C
20141030051458,关,关,关,41°C,25%,0,0分钟,50°C
20141030051505,关,关,关,40°C,25%,0,0分钟,50°C
20141030051535,关,关,关,41°C,25%,0,0分钟,50°C
20141030051541,关,关,关,40°C,25%,0,0分钟,50°C
20141030051547,关,关,关,41°C,25%,0,0分钟,50°C
20141030051553,关,关,关,40°C,25%,0,0分钟,50°C
20141030051617,关,关,关,41°C,25%,0,0分钟,50°C
20141030051736,关,关,关,41°C,25%,0,0分钟,50°C
20141030051742,关,关,关,40°C,25%,0,0分钟,50°C
20141030051754,关,关,关,41°C,25%,0,0分钟,50°C
20141030051806,关,关,关,40°C,25%,0,0分钟,50°C
20141030051818,关,关,关,41°C,25%,0,0分钟,50°C
20141030051824,关,关,关,40°C,25%,0,0分钟,50°C
20141030051837,关,关,关,41°C,25%,0,0分钟,50°C
20141030051843,关,关,关,40°C,25%,0,0分钟,50°C
20141030051855,关,关,关,41°C,25%,0,0分钟,50°C
20141030051919,关,关,关,40°C,25%,0,0分钟,50°C
20141030051925,关,关,关,41°C,25%,0,0分钟,50°C
20141030051931,关,关,关,40°C,25%,0,0分钟,50°C
20141030051943,关,关,关,41°C,25%,0,0分钟,50°C
20141030051949,关,关,关,40°C,25%,0,0分钟,50°C
20141030052013,关,关,关,41°C,25%,0,0分钟,50°C
20141030052019,关,关,关,40°C,25%,0,0分钟,50°C
20141030052026,关,关,关,41°C,25%,0,0分钟,50°C
20141030052032,关,关,关,40°C,25%,0,0分钟,50°C
20141030052054,关,关,关,41°C,25%,0,0分钟,50°C
20141030052144,关,关,关,40°C,25%,0,0分钟,50°C
20141030052156,关,关,关,41°C,25%,0,0分钟,50°C
20141030052202,关,关,关,40°C,25%,0,0分钟,50°C
20141030052215,关,关,关,41°C,25%,0,0分钟,50°C
20141030052221,关,关,关,40°C,25%,0,0分钟,50°C
20141030052227,关,关,关,41°C,25%,0,0分钟,50°C
20141030052233,关,关,关,40°C,25%,0,0分钟,50°C
20141030052239,关,关,关,41°C,25%,0,0分钟,50°C
20141030052303,关,关,关,40°C,25%,0,0分钟,50°C
